Experiment Number,ROB Size,IQ Size,LQ Size,SQ Size,Number of Physical Registers,CPU Fetch Width,Number of Cycles,Power
590,16,16,512,128,1024,4,30574430,13.1005
591,16,16,512,128,1024,6,29074213,19.7063
592,16,16,512,128,1024,8,30432442,137.071
593,16,16,512,128,2048,2,30541480,10.0958
594,16,16,512,128,2048,4,30574430,14.0931
595,16,16,512,256,64,2,30541480,8.82806
596,16,16,512,256,64,4,30574430,9.33853
597,16,16,512,256,64,6,29074213,10.1272
598,16,16,512,256,64,8,30432444,11.2524
599,16,16,512,256,128,2,30541480,8.86048
600,16,16,512,256,128,4,30574430,9.41503
601,16,16,512,256,128,6,29074213,10.2642
602,16,16,512,256,128,8,30432442,11.4702
603,16,16,512,256,256,2,30541480,8.91453
604,16,16,512,256,256,4,30574430,9.55735
605,16,16,512,256,256,6,29074213,13.7814
606,16,16,512,256,256,8,30432442,18.8353
607,16,16,512,256,512,2,30541480,9.57649
608,16,16,512,256,512,4,30574430,12.0085
609,16,16,512,256,512,6,29074213,14.7126
610,16,16,512,256,512,8,30432442,20.5484
611,16,16,512,256,1024,2,30541480,9.78329
612,16,16,512,256,1024,4,30574430,13.1405
613,16,16,512,256,1024,6,29074213,19.7463
614,16,16,512,256,1024,8,30432442,137.111
615,16,16,512,256,2048,2,30541480,10.136
616,16,16,512,256,2048,4,30574430,14.1332
617,16,16,512,512,64,2,30541480,10.4984
618,16,16,512,512,64,4,30574430,11.0085
619,16,16,512,512,64,6,29074213,11.7968
620,16,16,512,512,64,8,30432444,12.9214
621,16,16,512,512,128,2,30541480,10.5319
622,16,16,512,512,128,4,30574430,11.0862
623,16,16,512,512,128,6,29074213,11.9348
624,16,16,512,512,128,8,30432442,13.1403
625,16,16,512,512,256,2,30541480,10.5871
626,16,16,512,512,256,4,30574430,11.2295
627,16,16,512,512,256,6,29074213,15.4523
628,16,16,512,512,256,8,30432442,20.5052
629,16,16,512,512,512,2,30541480,11.2498
630,16,16,512,512,512,4,30574430,13.681
631,16,16,512,512,512,6,29074213,16.3843
632,16,16,512,512,512,8,30432442,22.2188
633,16,16,512,512,1024,2,30541480,11.4576
634,16,16,512,512,1024,4,30574430,14.8133
635,16,16,512,512,1024,6,29074213,21.4172
636,16,16,512,512,1024,8,30432442,138.777
637,16,16,512,512,2048,2,30541480,11.8112
638,16,16,512,512,2048,4,30574430,15.8065
639,16,16,512,1024,64,2,30541480,10.7221
640,16,16,512,1024,64,4,30574430,11.2323
641,16,16,512,1024,64,6,29074213,12.0205
642,16,16,512,1024,64,8,30432444,13.145
643,16,16,512,1024,128,2,30541480,10.7559
644,16,16,512,1024,128,4,30574430,11.3101
645,16,16,512,1024,128,6,29074213,12.1587
646,16,16,512,1024,128,8,30432442,13.3641
647,16,16,512,1024,256,2,30541480,10.8113
648,16,16,512,1024,256,4,30574430,11.4537
649,16,16,512,1024,256,6,29074213,15.6763
650,16,16,512,1024,256,8,30432442,20.729
651,16,16,512,1024,512,2,30541480,11.4742
652,16,16,512,1024,512,4,30574430,13.9052
653,16,16,512,1024,512,6,29074213,16.6084
654,16,16,512,1024,512,8,30432442,22.4427
655,16,16,512,1024,1024,2,30541480,11.6822
656,16,16,512,1024,1024,4,30574430,15.0377
657,16,16,512,1024,1024,6,29074213,21.6413
658,16,16,512,1024,1024,8,30432442,139.0
659,16,16,512,1024,2048,2,30541480,12.0359
660,16,16,512,1024,2048,4,30574430,16.031
661,16,16,1024,16,64,2,30945082,8.97429
662,16,16,1024,16,64,4,30612101,9.48473
663,16,16,1024,16,64,6,29126851,10.2734
664,16,16,1024,16,64,8,29738312,11.3985
665,16,16,1024,16,128,2,30945082,9.00672
666,16,16,1024,16,128,4,30612101,9.56124
667,16,16,1024,16,128,6,29126849,10.4103
668,16,16,1024,16,128,8,29761470,11.6163
669,16,16,1024,16,256,2,30945082,9.06079
670,16,16,1024,16,256,4,30612101,9.70355
671,16,16,1024,16,256,6,29126849,13.9274
672,16,16,1024,16,256,8,29761470,18.9812
673,16,16,1024,16,512,2,30945082,9.72271
674,16,16,1024,16,512,4,30612101,12.1546
675,16,16,1024,16,512,6,29126849,14.8587
676,16,16,1024,16,512,8,29761470,20.6942
677,16,16,1024,16,1024,2,30945082,9.9295
678,16,16,1024,16,1024,4,30612101,13.2866
679,16,16,1024,16,1024,6,29126849,19.8921
680,16,16,1024,16,1024,8,29761470,137.256
681,16,16,1024,16,2048,2,30945082,10.2822
682,16,16,1024,16,2048,4,30612101,14.2792
683,16,16,1024,64,64,2,30541480,8.99182
684,16,16,1024,64,64,4,30574430,9.50226
685,16,16,1024,64,64,6,29074213,10.2909
686,16,16,1024,64,64,8,30432444,11.416
687,16,16,1024,64,128,2,30541480,9.0243
688,16,16,1024,64,128,4,30574430,9.57881
689,16,16,1024,64,128,6,29074213,10.4279
690,16,16,1024,64,128,8,30432442,11.6338
691,16,16,1024,64,256,2,30541480,9.0784
692,16,16,1024,64,256,4,30574430,9.72116
693,16,16,1024,64,256,6,29074213,13.945
694,16,16,1024,64,256,8,30432442,18.9988
695,16,16,1024,64,512,2,30541480,9.74037
696,16,16,1024,64,512,4,30574430,12.1723
697,16,16,1024,64,512,6,29074213,14.8763
698,16,16,1024,64,512,8,30432442,20.7119
699,16,16,1024,64,1024,2,30541480,9.9472
700,16,16,1024,64,1024,4,30574430,13.3043
701,16,16,1024,64,1024,6,29074213,19.9098
702,16,16,1024,64,1024,8,30432442,137.274
703,16,16,1024,64,2048,2,30541480,10.2999
704,16,16,1024,64,2048,4,30574430,14.2969
705,16,16,1024,128,64,2,30541480,9.01241
706,16,16,1024,128,64,4,30574430,9.52284
707,16,16,1024,128,64,6,29074213,10.3115
708,16,16,1024,128,64,8,30432444,11.4366
709,16,16,1024,128,128,2,30541480,9.04494
710,16,16,1024,128,128,4,30574430,9.59944
711,16,16,1024,128,128,6,29074213,10.4485
712,16,16,1024,128,128,8,30432442,11.6545
713,16,16,1024,128,256,2,30541480,9.09909
714,16,16,1024,128,256,4,30574430,9.74185
715,16,16,1024,128,256,6,29074213,13.9657
716,16,16,1024,128,256,8,30432442,19.0195
717,16,16,1024,128,512,2,30541480,9.76111
718,16,16,1024,128,512,4,30574430,12.193
719,16,16,1024,128,512,6,29074213,14.897
720,16,16,1024,128,512,8,30432442,20.7326
721,16,16,1024,128,1024,2,30541480,9.96799
722,16,16,1024,128,1024,4,30574430,13.325
723,16,16,1024,128,1024,6,29074213,19.9305
724,16,16,1024,128,1024,8,30432442,137.295
725,16,16,1024,128,2048,2,30541480,10.3207
726,16,16,1024,128,2048,4,30574430,14.3177
727,16,16,1024,256,64,2,30541480,9.05206
728,16,16,1024,256,64,4,30574430,9.56249
729,16,16,1024,256,64,6,29074213,10.3511
730,16,16,1024,256,64,8,30432444,11.4762
731,16,16,1024,256,128,2,30541480,9.0847
732,16,16,1024,256,128,4,30574430,9.63919
733,16,16,1024,256,128,6,29074213,10.4883
734,16,16,1024,256,128,8,30432442,11.6942
735,16,16,1024,256,256,2,30541480,9.13896
736,16,16,1024,256,256,4,30574430,9.78171
737,16,16,1024,256,256,6,29074213,14.0055
738,16,16,1024,256,256,8,30432442,19.0593
739,16,16,1024,256,512,2,30541480,9.80107
740,16,16,1024,256,512,4,30574430,12.233
741,16,16,1024,256,512,6,29074213,14.937
742,16,16,1024,256,512,8,30432442,20.7725
743,16,16,1024,256,1024,2,30541480,10.0081
744,16,16,1024,256,1024,4,30574430,13.3651
745,16,16,1024,256,1024,6,29074213,19.9705
746,16,16,1024,256,1024,8,30432442,137.334
747,16,16,1024,256,2048,2,30541480,10.3609
748,16,16,1024,256,2048,4,30574430,14.3578
749,16,16,1024,512,64,2,30541480,10.7221
750,16,16,1024,512,64,4,30574430,11.2323
751,16,16,1024,512,64,6,29074213,12.0205
752,16,16,1024,512,64,8,30432444,13.145
753,16,16,1024,512,128,2,30541480,10.7559
754,16,16,1024,512,128,4,30574430,11.3101
755,16,16,1024,512,128,6,29074213,12.1587
756,16,16,1024,512,128,8,30432442,13.3641
757,16,16,1024,512,256,2,30541480,10.8113
758,16,16,1024,512,256,4,30574430,11.4537
759,16,16,1024,512,256,6,29074213,15.6763
760,16,16,1024,512,256,8,30432442,20.729
761,16,16,1024,512,512,2,30541480,11.4742
762,16,16,1024,512,512,4,30574430,13.9052
763,16,16,1024,512,512,6,29074213,16.6084
764,16,16,1024,512,512,8,30432442,22.4427
765,16,16,1024,512,1024,2,30541480,11.6822
766,16,16,1024,512,1024,4,30574430,15.0377
767,16,16,1024,512,1024,6,29074213,21.6413
768,16,16,1024,512,1024,8,30432442,139.0
769,16,16,1024,512,2048,2,30541480,12.0359
770,16,16,1024,512,2048,4,30574430,16.031
771,16,16,1024,1024,64,2,30541480,10.9459
772,16,16,1024,1024,64,4,30574430,11.456
773,16,16,1024,1024,64,6,29074213,12.2441
774,16,16,1024,1024,64,8,30432444,13.3686
775,16,16,1024,1024,128,2,30541480,10.9799
776,16,16,1024,1024,128,4,30574430,11.534
777,16,16,1024,1024,128,6,29074213,12.3825
778,16,16,1024,1024,128,8,30432442,13.5878
779,16,16,1024,1024,256,2,30541480,11.0355
780,16,16,1024,1024,256,4,30574430,11.6778
781,16,16,1024,1024,256,6,29074213,15.9002
782,16,16,1024,1024,256,8,30432442,20.9528
783,16,16,1024,1024,512,2,30541480,11.6985
784,16,16,1024,1024,512,4,30574430,14.1294
785,16,16,1024,1024,512,6,29074213,16.8325
786,16,16,1024,1024,512,8,30432442,22.6667
787,16,16,1024,1024,1024,2,30541480,11.9067
788,16,16,1024,1024,1024,4,30574430,15.262
789,16,16,1024,1024,1024,6,29074213,21.8654
790,16,16,1024,1024,1024,8,30432442,139.224
791,16,16,1024,1024,2048,2,30541480,12.2606
792,16,16,1024,1024,2048,4,30574430,16.2554
793,16,32,16,16,64,2,30945082,7.0016
794,16,32,16,16,64,4,30612101,7.51403
795,16,32,16,16,64,6,29126851,8.3056
796,16,32,16,16,64,8,29738312,9.43456
797,16,32,16,16,128,2,30945082,7.03246
798,16,32,16,16,128,4,30612101,7.58902
799,16,32,16,16,128,6,29126849,8.44112
800,16,32,16,16,128,8,29761470,9.65103
801,16,32,16,16,256,2,30945082,7.08499
802,16,32,16,16,256,4,30612101,7.72993
803,16,32,16,16,256,6,29126849,11.9579
804,16,32,16,16,256,8,29761470,17.0163
805,16,32,16,16,512,2,30945082,7.74596
806,16,32,16,16,512,4,30612101,10.1807
807,16,32,16,16,512,6,29126849,12.8882
808,16,32,16,16,512,8,29761470,18.7286
809,16,32,16,16,1024,2,30945082,7.95142
810,16,32,16,16,1024,4,30612101,11.3122
811,16,32,16,16,1024,6,29126849,17.9227
812,16,32,16,16,1024,8,29761470,135.297
813,16,32,16,16,2048,2,30945082,8.30291
814,16,32,16,16,2048,4,30612101,12.3042
815,16,32,16,64,64,2,30541480,7.01916
816,16,32,16,64,64,4,30574430,7.53158
817,16,32,16,64,64,6,29074213,8.32314
818,16,32,16,64,64,8,30432444,9.4521
819,16,32,16,64,128,2,30541480,7.05006
820,16,32,16,64,128,4,30574430,7.60661
821,16,32,16,64,128,6,29074213,8.4587
822,16,32,16,64,128,8,30432442,9.66861
823,16,32,16,64,256,2,30541480,7.10263
824,16,32,16,64,256,4,30574430,7.74756
825,16,32,16,64,256,6,29074213,11.9755
826,16,32,16,64,256,8,30432442,17.0339
827,16,32,16,64,512,2,30541480,7.76364
828,16,32,16,64,512,4,30574430,10.1984
829,16,32,16,64,512,6,29074213,12.9058
830,16,32,16,64,512,8,30432442,18.7463
831,16,32,16,64,1024,2,30541480,7.96914
832,16,32,16,64,1024,4,30574430,11.3299
833,16,32,16,64,1024,6,29074213,17.9403
834,16,32,16,64,1024,8,30432442,135.314
835,16,32,16,64,2048,2,30541480,8.32066
836,16,32,16,64,2048,4,30574430,12.3219
837,16,32,16,128,64,2,30541480,7.03977
838,16,32,16,128,64,4,30574430,7.55219
839,16,32,16,128,64,6,29074213,8.34374
840,16,32,16,128,64,8,30432444,9.47269
841,16,32,16,128,128,2,30541480,7.07072
842,16,32,16,128,128,4,30574430,7.62727
843,16,32,16,128,128,6,29074213,8.47936
844,16,32,16,128,128,8,30432442,9.68925
845,16,32,16,128,256,2,30541480,7.12334
846,16,32,16,128,256,4,30574430,7.76827
847,16,32,16,128,256,6,29074213,11.9962
848,16,32,16,128,256,8,30432442,17.0546
849,16,32,16,128,512,2,30541480,7.7844
850,16,32,16,128,512,4,30574430,10.2191
851,16,32,16,128,512,6,29074213,12.9266
852,16,32,16,128,512,8,30432442,18.767
853,16,32,16,128,1024,2,30541480,7.98995
854,16,32,16,128,1024,4,30574430,11.3507
855,16,32,16,128,1024,6,29074213,17.9611
856,16,32,16,128,1024,8,30432442,135.335
857,16,32,16,128,2048,2,30541480,8.34153
858,16,32,16,128,2048,4,30574430,12.3427
859,16,32,16,256,64,2,30541480,7.07947
860,16,32,16,256,64,4,30574430,7.59188
861,16,32,16,256,64,6,29074213,8.38342
862,16,32,16,256,64,8,30432444,9.51236
863,16,32,16,256,128,2,30541480,7.11053
864,16,32,16,256,128,4,30574430,7.66707
865,16,32,16,256,128,6,29074213,8.51914
866,16,32,16,256,128,8,30432442,9.72902
867,16,32,16,256,256,2,30541480,7.16326
868,16,32,16,256,256,4,30574430,7.80818
869,16,32,16,256,256,6,29074213,12.0361
870,16,32,16,256,256,8,30432442,17.0944
871,16,32,16,256,512,2,30541480,7.82441
872,16,32,16,256,512,4,30574430,10.2591
873,16,32,16,256,512,6,29074213,12.9666
874,16,32,16,256,512,8,30432442,18.8069
875,16,32,16,256,1024,2,30541480,8.03006
876,16,32,16,256,1024,4,30574430,11.3908
877,16,32,16,256,1024,6,29074213,18.0011
878,16,32,16,256,1024,8,30432442,135.375
879,16,32,16,256,2048,2,30541480,8.38173
880,16,32,16,256,2048,4,30574430,12.3829
881,16,32,16,512,64,2,30541480,8.75168
882,16,32,16,512,64,4,30574430,9.26373
883,16,32,16,512,64,6,29074213,10.0547
884,16,32,16,512,64,8,30432444,11.183
885,16,32,16,512,128,2,30541480,8.78389
886,16,32,16,512,128,4,30574430,9.34002
887,16,32,16,512,128,6,29074213,10.1915
888,16,32,16,512,128,8,30432442,11.4007
889,16,32,16,512,256,2,30541480,8.83775
890,16,32,16,512,256,4,30574430,9.48214
891,16,32,16,512,256,6,29074213,13.7085
892,16,32,16,512,256,8,30432442,18.7656
893,16,32,16,512,512,2,30541480,9.49953
894,16,32,16,512,512,4,30574430,11.9332
895,16,32,16,512,512,6,29074213,14.6396
896,16,32,16,512,512,8,30432442,20.4785
897,16,32,16,512,1024,2,30541480,9.70613
898,16,32,16,512,1024,4,30574430,13.065
899,16,32,16,512,1024,6,29074213,19.6731
900,16,32,16,512,1024,8,30432442,137.041
901,16,32,16,512,2048,2,30541480,10.0586
902,16,32,16,512,2048,4,30574430,14.0575
903,16,32,16,1024,64,2,30541480,8.97569
904,16,32,16,1024,64,4,30574430,9.48769
905,16,32,16,1024,64,6,29074213,10.2786
906,16,32,16,1024,64,8,30432444,11.4069
907,16,32,16,1024,128,2,30541480,9.00812
908,16,32,16,1024,128,4,30574430,9.5642
909,16,32,16,1024,128,6,29074213,10.4156
910,16,32,16,1024,128,8,30432442,11.6247
911,16,32,16,1024,256,2,30541480,9.06218
912,16,32,16,1024,256,4,30574430,9.70651
913,16,32,16,1024,256,6,29074213,13.9327
914,16,32,16,1024,256,8,30432442,18.9896
915,16,32,16,1024,512,2,30541480,9.72411
916,16,32,16,1024,512,4,30574430,12.1576
917,16,32,16,1024,512,6,29074213,14.864
918,16,32,16,1024,512,8,30432442,20.7026
919,16,32,16,1024,1024,2,30541480,9.9309
920,16,32,16,1024,1024,4,30574430,13.2895
921,16,32,16,1024,1024,6,29074213,19.8974
922,16,32,16,1024,1024,8,30432442,137.265
923,16,32,16,1024,2048,2,30541480,10.2836
924,16,32,16,1024,2048,4,30574430,14.2821
925,16,32,64,16,64,2,30945082,7.01916
926,16,32,64,16,64,4,30612101,7.53158
927,16,32,64,16,64,6,29126851,8.32314
928,16,32,64,16,64,8,29738312,9.4521
929,16,32,64,16,128,2,30945082,7.05006
930,16,32,64,16,128,4,30612101,7.60661
931,16,32,64,16,128,6,29126849,8.4587
932,16,32,64,16,128,8,29761470,9.66861
933,16,32,64,16,256,2,30945082,7.10263
934,16,32,64,16,256,4,30612101,7.74756
935,16,32,64,16,256,6,29126849,11.9755
936,16,32,64,16,256,8,29761470,17.0339
937,16,32,64,16,512,2,30945082,7.76364
938,16,32,64,16,512,4,30612101,10.1984
939,16,32,64,16,512,6,29126849,12.9058
940,16,32,64,16,512,8,29761470,18.7463
941,16,32,64,16,1024,2,30945082,7.96914
942,16,32,64,16,1024,4,30612101,11.3299
943,16,32,64,16,1024,6,29126849,17.9403
944,16,32,64,16,1024,8,29761470,135.314
945,16,32,64,16,2048,2,30945082,8.32066
946,16,32,64,16,2048,4,30612101,12.3219
947,16,32,64,64,64,2,30541480,7.03671
948,16,32,64,64,64,4,30574430,7.54913
949,16,32,64,64,64,6,29074213,8.34069
950,16,32,64,64,64,8,30432444,9.46964
951,16,32,64,64,128,2,30541480,7.06765
952,16,32,64,64,128,4,30574430,7.62421
953,16,32,64,64,128,6,29074213,8.47629
954,16,32,64,64,128,8,30432442,9.68619
955,16,32,64,64,256,2,30541480,7.12026
956,16,32,64,64,256,4,30574430,7.7652
957,16,32,64,64,256,6,29074213,11.9931
958,16,32,64,64,256,8,30432442,17.0515
959,16,32,64,64,512,2,30541480,7.78131
960,16,32,64,64,512,4,30574430,10.216
961,16,32,64,64,512,6,29074213,12.9235
962,16,32,64,64,512,8,30432442,18.7639
963,16,32,64,64,1024,2,30541480,7.98685
964,16,32,64,64,1024,4,30574430,11.3476
965,16,32,64,64,1024,6,29074213,17.958
966,16,32,64,64,1024,8,30432442,135.332
967,16,32,64,64,2048,2,30541480,8.33841
968,16,32,64,64,2048,4,30574430,12.3396
969,16,32,64,128,64,2,30541480,7.05732
970,16,32,64,128,64,4,30574430,7.56974
971,16,32,64,128,64,6,29074213,8.36129
972,16,32,64,128,64,8,30432444,9.49023
973,16,32,64,128,128,2,30541480,7.08832
974,16,32,64,128,128,4,30574430,7.64486
975,16,32,64,128,128,6,29074213,8.49694
976,16,32,64,128,128,8,30432442,9.70683
977,16,32,64,128,256,2,30541480,7.14098
978,16,32,64,128,256,4,30574430,7.78591
979,16,32,64,128,256,6,29074213,12.0138
980,16,32,64,128,256,8,30432442,17.0722
981,16,32,64,128,512,2,30541480,7.80207
982,16,32,64,128,512,4,30574430,10.2368
983,16,32,64,128,512,6,29074213,12.9442
984,16,32,64,128,512,8,30432442,18.7846
985,16,32,64,128,1024,2,30541480,8.00766
986,16,32,64,128,1024,4,30574430,11.3684
987,16,32,64,128,1024,6,29074213,17.9788
988,16,32,64,128,1024,8,30432442,135.353
989,16,32,64,128,2048,2,30541480,8.35928
990,16,32,64,128,2048,4,30574430,12.3605
991,16,32,64,256,64,2,30541480,7.09702
992,16,32,64,256,64,4,30574430,7.60943
993,16,32,64,256,64,6,29074213,8.40097
994,16,32,64,256,64,8,30432444,9.5299
995,16,32,64,256,128,2,30541480,7.12812
996,16,32,64,256,128,4,30574430,7.68466
997,16,32,64,256,128,6,29074213,8.53673
998,16,32,64,256,128,8,30432442,9.7466
999,16,32,64,256,256,2,30541480,7.18089
1000,16,32,64,256,256,4,30574430,7.82581
1001,16,32,64,256,256,6,29074213,12.0537
1002,16,32,64,256,256,8,30432442,17.112
1003,16,32,64,256,512,2,30541480,7.84208
1004,16,32,64,256,512,4,30574430,10.2768
1005,16,32,64,256,512,6,29074213,12.9842
1006,16,32,64,256,512,8,30432442,18.8246
1007,16,32,64,256,1024,2,30541480,8.04777
1008,16,32,64,256,1024,4,30574430,11.4085
1009,16,32,64,256,1024,6,29074213,18.0188
1010,16,32,64,256,1024,8,30432442,135.393
1011,16,32,64,256,2048,2,30541480,8.39948
1012,16,32,64,256,2048,4,30574430,12.4006
1013,16,32,64,512,64,2,30541480,8.76921
1014,16,32,64,512,64,4,30574430,9.28126
1015,16,32,64,512,64,6,29074213,10.0723
1016,16,32,64,512,64,8,30432444,11.2006
1017,16,32,64,512,128,2,30541480,8.80147
1018,16,32,64,512,128,4,30574430,9.3576
1019,16,32,64,512,128,6,29074213,10.2091
1020,16,32,64,512,128,8,30432442,11.4182
1021,16,32,64,512,256,2,30541480,8.85536
1022,16,32,64,512,256,4,30574430,9.49976
1023,16,32,64,512,256,6,29074213,13.7261
1024,16,32,64,512,256,8,30432442,18.7832
1025,16,32,64,512,512,2,30541480,9.51718
1026,16,32,64,512,512,4,30574430,11.9508
1027,16,32,64,512,512,6,29074213,14.6573
1028,16,32,64,512,512,8,30432442,20.4961
1029,16,32,64,512,1024,2,30541480,9.72382
1030,16,32,64,512,1024,4,30574430,13.0827
1031,16,32,64,512,1024,6,29074213,19.6908
1032,16,32,64,512,1024,8,30432442,137.059
1033,16,32,64,512,2048,2,30541480,10.0764
1034,16,32,64,512,2048,4,30574430,14.0752
1035,16,32,64,1024,64,2,30541480,8.99322
1036,16,32,64,1024,64,4,30574430,9.50522
1037,16,32,64,1024,64,6,29074213,10.2962
1038,16,32,64,1024,64,8,30432444,11.4244
1039,16,32,64,1024,128,2,30541480,9.0257
1040,16,32,64,1024,128,4,30574430,9.58177
1041,16,32,64,1024,128,6,29074213,10.4332
1042,16,32,64,1024,128,8,30432442,11.6422
1043,16,32,64,1024,256,2,30541480,9.0798
1044,16,32,64,1024,256,4,30574430,9.72412
1045,16,32,64,1024,256,6,29074213,13.9503
1046,16,32,64,1024,256,8,30432442,19.0072
1047,16,32,64,1024,512,2,30541480,9.74176
1048,16,32,64,1024,512,4,30574430,12.1752
1049,16,32,64,1024,512,6,29074213,14.8816
1050,16,32,64,1024,512,8,30432442,20.7203
1051,16,32,64,1024,1024,2,30541480,9.94859
1052,16,32,64,1024,1024,4,30574430,13.3072
1053,16,32,64,1024,1024,6,29074213,19.915
1054,16,32,64,1024,1024,8,30432442,137.282
1055,16,32,64,1024,2048,2,30541480,10.3013
1056,16,32,64,1024,2048,4,30574430,14.2998
1057,16,32,128,16,64,2,30945082,7.03977
1058,16,32,128,16,64,4,30612101,7.55219
1059,16,32,128,16,64,6,29126851,8.34374
1060,16,32,128,16,64,8,29738312,9.47269
1061,16,32,128,16,128,2,30945082,7.07072
1062,16,32,128,16,128,4,30612101,7.62727
1063,16,32,128,16,128,6,29126849,8.47936
1064,16,32,128,16,128,8,29761470,9.68925
1065,16,32,128,16,256,2,30945082,7.12334
1066,16,32,128,16,256,4,30612101,7.76827
1067,16,32,128,16,256,6,29126849,11.9962
1068,16,32,128,16,256,8,29761470,17.0546
1069,16,32,128,16,512,2,30945082,7.7844
1070,16,32,128,16,512,4,30612101,10.2191
1071,16,32,128,16,512,6,29126849,12.9266
1072,16,32,128,16,512,8,29761470,18.767
1073,16,32,128,16,1024,2,30945082,7.98995
1074,16,32,128,16,1024,4,30612101,11.3507
1075,16,32,128,16,1024,6,29126849,17.9611
1076,16,32,128,16,1024,8,29761470,135.335
1077,16,32,128,16,2048,2,30945082,8.34153
1078,16,32,128,16,2048,4,30612101,12.3427
1079,16,32,128,64,64,2,30541480,7.05732
1080,16,32,128,64,64,4,30574430,7.56974
1081,16,32,128,64,64,6,29074213,8.36129
1082,16,32,128,64,64,8,30432444,9.49023
1083,16,32,128,64,128,2,30541480,7.08832
1084,16,32,128,64,128,4,30574430,7.64486
